precision,recall,f1-score,support
0.9922455573505654,0.6801771871539314,0.8070959264126151,4515.0
0.13636363636363635,0.9047619047619048,0.237006237006237,252.0
0.6920495070274806,0.6920495070274806,0.6920495070274806,0.6920495070274806
0.5643045968571009,0.7924695459579181,0.522051081709426,4767.0
0.9470006980913445,0.6920495070274806,0.7769590265321016,4767.0
