precision,recall,f1-score,support
0.7634408602150538,0.7319587628865979,0.7473684210526316,97.0
0.8375,0.8589743589743589,0.8481012658227848,156.0
0.8102766798418972,0.8102766798418972,0.8102766798418972,0.8102766798418972
0.8004704301075269,0.7954665609304784,0.7977348434377082,253.0
0.809105784351226,0.8102766798418972,0.8094803727686153,253.0
