precision,recall,f1-score,support
1.0,0.09278350515463918,0.16981132075471697,97.0
0.639344262295082,1.0,0.78,156.0
0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783
0.819672131147541,0.5463917525773196,0.4749056603773585,253.0
0.7776193870277975,0.6521739130434783,0.5460541427399508,253.0
